"1","2","3","maxProb"
0.000649426407309361,0.000649426443860797,0.99870114714883,0.99870114714883
0.37675989009285,0.169651239854323,0.453588870052827,0.453588870052827
0.000642303646214534,0.000642303609357721,0.998715392744428,0.998715392744428
0.000567599506172682,0.430481824976879,0.568950575516948,0.568950575516948
0.000330533303622963,0.999338933394389,0.000330533301988009,0.999338933394389
0.000671775234519311,0.998656449478528,0.000671775286952193,0.998656449478528
0.000628516683949509,0.000628516683006234,0.998742966633044,0.998742966633044
0.000162594171737697,0.000162594161768774,0.999674811666493,0.999674811666493
0.000475438520800853,0.000475438544618138,0.999049122934581,0.999049122934581
0.000379842477406017,0.161780994451311,0.837839163071283,0.837839163071283
0.189071541777054,0.000203217925807016,0.810725240297139,0.810725240297139
0.998420979264275,0.000789510352445886,0.000789510383279093,0.998420979264275
0.999593564117428,0.000203217942268642,0.000203217940303945,0.999593564117428
0.0124360857453377,0.000300050062745418,0.987263864191917,0.987263864191917
0.0010424879259909,0.857038500050038,0.141919012023971,0.857038500050038
0.000635335290971108,0.853866811196398,0.145497853512631,0.853866811196398
0.000433232232027559,0.00043323252619193,0.999133535241781,0.999133535241781
0.000303156556251213,0.500131641110017,0.499565202333732,0.500131641110017
0.999654677673719,0.000172661153864876,0.000172661172415904,0.999654677673719
0.000449872521606539,0.999100254906153,0.000449872572240967,0.999100254906153
0.843379097961357,0.156024395207647,0.000596506830996018,0.843379097961357
0.99901720769849,0.000491396148553116,0.000491396152956486,0.99901720769849
0.99901720769849,0.000491396148553116,0.000491396152956486,0.99901720769849
0.000973191502862323,0.99805361704305,0.000973191454087421,0.99805361704305
0.000178448532934278,0.999643102925649,0.000178448541416509,0.999643102925649
0.000522060309914869,0.998955879426749,0.000522060263336474,0.998955879426749
0.000671775235042847,0.998656449579925,0.000671775185032349,0.998656449579925
0.694934160955044,0.304276328760896,0.000789510284059414,0.694934160955044
0.998501772931536,0.000749113586119011,0.000749113482344696,0.998501772931536
0.998306848240354,0.000846575892411673,0.000846575867234776,0.998306848240354
0.917859823863688,0.0815780250120002,0.00056215112431146,0.917859823863688
0.871076307071938,0.128436385812873,0.000487307115189697,0.871076307071938
0.00187846612680639,0.880872823700663,0.117248710172531,0.880872823700663
0.00135637641034581,0.00135637613891703,0.997287247450737,0.997287247450737
0.00126825345699611,0.997463493117753,0.00126825342525077,0.997463493117753
0.000615309176676666,0.231692316964204,0.767692373859119,0.767692373859119
0.998520695628244,0.000739652209538043,0.000739652162218081,0.998520695628244
0.36892114402697,0.000348221984036391,0.630730633988994,0.630730633988994
0.00104248785210652,0.997915024122018,0.00104248802587564,0.997915024122018
0.872533076258283,0.00040618824663775,0.127060735495079,0.872533076258283
0.737618570416231,0.00110130169622827,0.261280127887541,0.737618570416231
0.000615309113151735,0.000615309191960164,0.998769381694888,0.998769381694888
0.158570213729767,0.000403390345652694,0.84102639592458,0.84102639592458
0.931635141427957,0.0674378806741382,0.00092697789790514,0.931635141427957
0.00116714848641913,0.0011671484683074,0.997665703045274,0.997665703045274
0.000671775355824084,0.927293860276926,0.0720343643672502,0.927293860276926
0.998462436739994,0.000768781615768151,0.000768781644237887,0.998462436739994
0.00135637618401134,0.00135637613244595,0.997287247683543,0.997287247683543
0.997618234837055,0.00119088259187392,0.00119088257107148,0.997618234837055
0.373359212887449,0.000834512203722455,0.625806274908828,0.625806274908828
0.519468574203639,0.000420780863332092,0.480110644933029,0.519468574203639
0.000871780818951638,0.481605796724911,0.517522422456137,0.517522422456137
0.0168884379449989,0.000288235633310622,0.98282332642169,0.98282332642169
0.998085433114108,0.000957283399613718,0.000957283486278305,0.998085433114108
0.998917271150839,0.000541364383346555,0.000541364465814785,0.998917271150839
0.000608911358139061,0.702382487459528,0.297008601182333,0.702382487459528
0.998053616901387,0.000973191562185731,0.000973191536426916,0.998053616901387
0.365576841989046,0.633855558529809,0.000567599481145343,0.633855558529809
0.999323664076722,0.000338167968797008,0.000338167954480515,0.999323664076722
0.000989637359181024,0.998020725168046,0.000989637472773501,0.998020725168046
